Simpangsiabu	id=g:6723400
Bangkalamamacinna	id=g:6734311
Bangkala	id=g:6734312
Pattiro	id=g:6734313
Laputusu Satu	id=g:6734314
Laputusu Dua	id=g:6734315
Jene Mangalarang	id=g:6734316
Jene Pangkalung	id=g:6734317
Jene Sabeni	id=g:6734318
Bakung	id=g:6734319
Bontosunggu	id=g:6734320
Japing	id=g:6734321
Kalimate	id=g:6734322
Jenemirasa	id=g:6734323
Sailong	id=g:6734324
Danau Mata	id=g:6734325
Jene Lempangang	id=g:6734326
Jene Manjalling	id=g:6734327
Ujung	id=g:6734328
Cambaya	id=g:6734329
Lempangan	id=g:6734330
Songkolo	id=g:6734331
Borongsapiri	id=g:6734332
Pakattolompo Satu	id=g:6734333
Mangallekang	id=g:6734334
Barubaru	id=g:6734335
Bontolangkasa	id=g:6734336
Padangalla	id=g:6734337
Balluballu	id=g:6734338
Batangase	id=g:6734339
Tetebatu	id=g:6734340
Bontoa	id=g:6734341
Padangsessere	id=g:6734342
Mandai	id=g:6734343
Tamaranpu	id=g:6734344
Kadieng	id=g:6734345
Baddobaddo	id=g:6734346
Makkaraeng	id=g:6734347
Tinggito	id=g:6734348
Paopao	id=g:6734349
Bakung	id=g:6734350
Tamarunang	id=g:6734351
Bombongi	id=g:6734352
Mangngentok	id=g:6734353
Maelo	id=g:6734354
Laikang	id=g:6734355
Pattontongang	id=g:6734356
Bulu Pattontongang	id=g:6734357
Jambua	id=g:6734358
Biringjene	id=g:6734359
Manjalling	id=g:6734360
Tokka	id=g:6734361
Bulumata	id=g:6734362
Tammutammu	id=g:6734363
Sungai Ticcekang	id=g:6734364
Balanga	id=g:6734365
Pabundukang	id=g:6734366
Salo Pabundukang	id=g:6734367
Sawagi	id=g:6734368
Patalasang	id=g:6734369
Burungburung	id=g:6734370
Sangngisangngi	id=g:6734371
Teamate	id=g:6734372
Marannu	id=g:6734373
Borongnginru	id=g:6734374
Bulu Bokokura	id=g:6734375
Koccikang	id=g:6734376
Balangpapa	id=g:6734377
Betang	id=g:6734378
Bajubaboa	id=g:6734379
Alliritengae	id=g:6734380
Ridaberu	id=g:6734381
Bontotangnga	id=g:6734382
Pasandang	id=g:6734383
Pacellek	id=g:6734384
Labuang	id=g:6734385
Buloa	id=g:6734386
Papandangan	id=g:6734387
Butatoa	id=g:6734388
Kassi	id=g:6734389
Paopao	id=g:6734390
Bontopadinging	id=g:6734391
Bontokamase	id=g:6734392
Pakere	id=g:6734393
Tomalia	id=g:6734394
Banyo	id=g:6734395
Bonto	id=g:6734396
Bontobua	id=g:6734397
Tanete	id=g:6734398
Sangalea	id=g:6734399
Barambang	id=g:6734400
Bontomatene	id=g:6734401
Bentenge	id=g:6734402
Borongkirasa	id=g:6734403
Bontorea	id=g:6734404
Ciduk	id=g:6734405
Tompobalang	id=g:6734406
Bontoramba	id=g:6734407
Bugis	id=g:6734408
Borongloe	id=g:6734409
Patadang	id=g:6734410
Biringkaloro	id=g:6734411
Mangngai	id=g:6734412
Bulu Kariango	id=g:6734413
Jatie	id=g:6734414
Panasakang	id=g:6734415
Padadae	id=g:6734416
Birabira	id=g:6734417
Bulu Ganrang	id=g:6734418
Kabung	id=g:6734419
Bulu Bogo	id=g:6734420
Bulu Batutiga	id=g:6734421
Tasilli	id=g:6734422
Pabbisanglaoe	id=g:6734423
Moncongkeke	id=g:6734424
Maringo	id=g:6734425
Salo Jannajennae	id=g:6734426
Panaikang	id=g:6734427
Bulu Balatung	id=g:6734428
Teko	id=g:6734429
Borongloe	id=g:6734430
Palacin	id=g:6734431
Tamalayu	id=g:6734432
Bulu Bollangi	id=g:6734433
Bollangi	id=g:6734434
Parangsui	id=g:6734435
Kalempang	id=g:6734436
Balemba	id=g:6734437
Tanatonasa	id=g:6734438
Gollaya	id=g:6734439
Bulusipong	id=g:6734440
Patene	id=g:6734441
Bontolero	id=g:6734442
Tanatakko	id=g:6734443
Manjalling	id=g:6734444
Mannuruki	id=g:6734445
Salo Karajo	id=g:6734446
Segesegeri	id=g:6734447
Tanetea	id=g:6734448
Nipa	id=g:6734449
Cambacamba	id=g:6734450
Bukamala	id=g:6734451
Salo Amarang	id=g:6734452
Tallasa	id=g:6734453
Makuring	id=g:6734454
Garantiga	id=g:6734455
Tabbang	id=g:6734456
Rumbia	id=g:6734457
Paku	id=g:6734458
Ujungpaku	id=g:6734459
Macinna	id=g:6734460
Lampangang	id=g:6734461
Salo Amarang	id=g:6734462
Bontotangnga	id=g:6734463
Bulu Ganrangganrang	id=g:6734464
Tanadidi	id=g:6734465
Bila	id=g:6734466
Manrepok	id=g:6734467
Salo Manrepok	id=g:6734468
Sabantang	id=g:6734469
Dulang	id=g:6734470
Abbekae	id=g:6734471
Mangempang	id=g:6734472
Palagai	id=g:6734473
Tino	id=g:6734474
Carangki	id=g:6734475
Baku	id=g:6734476
Bulu Pallajangeng	id=g:6734477
Kaluku	id=g:6734478
Bendungan	id=g:6734479
Benteng	id=g:6734480
Salo Betau	id=g:6734481
Salo Lawawi	id=g:6734482
Bulu Sanjang	id=g:6734483
Ujungbulu	id=g:6734484
Bulu Saukang	id=g:6734485
Bulu Batumaeja	id=g:6734486
Boribori	id=g:6734487
Jene Parancamba	id=g:6734488
Bulu Arangang	id=g:6734489
Balang	id=g:6734490
Jene Lemoa	id=g:6734491
Pappareang	id=g:6734492
Bulu Bontopanno	id=g:6734493
Bulu Moncongritangnga	id=g:6734494
Labbakkang	id=g:6734495
Sunggumanai	id=g:6734496
Bontosungu	id=g:6734497
Jene Bontomatangngere	id=g:6734498
Bontosunggu	id=g:6734499
Pakalu	id=g:6734500
Allu	id=g:6734501
Mariri	id=g:6734502
Batubessi	id=g:6734503
Salo Makkatoang	id=g:6734504
Manappu	id=g:6734505
Galesa	id=g:6734506
Sampakang	id=g:6734507
Aloro	id=g:6734508
Salo Sambueja	id=g:6734509
Tombolo	id=g:6734510
Salometti	id=g:6734511
Kacici	id=g:6734512
Salo Cenrana	id=g:6734513
Salo Kacici	id=g:6734514
Bulu Kacici	id=g:6734515
Bainang	id=g:6734516
Bontopanno	id=g:6734517
Talangtalang	id=g:6734518
Bendungan Lekopancing	id=g:6734519
Batulotong	id=g:6734520
Bontosunggu	id=g:6734521
Pangimbang	id=g:6734522
Pucak	id=g:6734523
Baloro	id=g:6734524
Salo Marusuk	id=g:6734525
Bulu Anaana	id=g:6734526
Balocci	id=g:6734527
Taipalaba	id=g:6734528
Bulu Kantisang	id=g:6734529
Bulu Bitolo	id=g:6734530
Jene Pasimbungan	id=g:6734531
Bulu Dakki	id=g:6734532
Jene Pangalu	id=g:6734533
Jene Taipa	id=g:6734534
Panyangkalang	id=g:6734535
Baeka	id=g:6734536
Bulu Panrungang	id=g:6734537
Jene Pattunga	id=g:6734538
Kasimburang	id=g:6734539
Binanga Binangasia	id=g:6734540
Salo Sukung	id=g:6734541
Allukeke	id=g:6734542
Parangloe	id=g:6734543
Bulu Kabbasa	id=g:6734544
Bulu Turaya	id=g:6734545
Bulu Alapolong	id=g:6734546
Salo Baantimurung	id=g:6734547
Bulu Manuklappung	id=g:6734548
Samanggi	id=g:6734549
Sambueja	id=g:6734550
Bangnga	id=g:6734551
Bulu Bossolo	id=g:6734552
Salo Bossolo	id=g:6734553
Bulu Batumarolok	id=g:6734554
Lokaya	id=g:6734555
Boddong	id=g:6734556
Masale	id=g:6734557
Salo Parampakku	id=g:6734558
Tanralili	id=g:6734559
Gantarang	id=g:6734560
Bulu Tanettepanasa	id=g:6734561
Bulu Borisallo	id=g:6734562
Bulu Rumbia	id=g:6734563
Jene Boute	id=g:6734564
Bulu Parangpucak	id=g:6734565
Bulu Janjang	id=g:6734566
Bulu Togotogo	id=g:6734567
Bulu Biroyong	id=g:6734568
Pattunga	id=g:6734569
Jene Talinggoa	id=g:6734570
Pamanjengang	id=g:6734571
Tanakulang	id=g:6734572
Bulobulo	id=g:6734573
Bontojai	id=g:6734574
Badoujung	id=g:6734575
Bulu Tanette	id=g:6734576
Pabolanga	id=g:6734577
Pattiro	id=g:6734578
Kappang	id=g:6734579
Bulu Tanaruntung	id=g:6734580
Bulu Manjalling	id=g:6734581
Pattunaungasue	id=g:6734582
Bulu Leonrokko	id=g:6734583
Salo Pattunuangasue	id=g:6734584
Salo Leangpattang	id=g:6734585
Bossolo	id=g:6734586
Salo Baraneng	id=g:6734587
Passingkalling	id=g:6734588
Bulu Sikucik	id=g:6734589
Tanettepakuk	id=g:6734590
Pappakuang	id=g:6734591
Salo Kokmarak	id=g:6734592
Talattalak	id=g:6734593
Salo Talattalak	id=g:6734594
Dammak	id=g:6734595
Salo Tanralili	id=g:6734596
Tombolo	id=g:6734597
Ambangang	id=g:6734598
Bulu Kokmarak	id=g:6734599
Baring	id=g:6734600
Bulobulo	id=g:6734601
Mangempang	id=g:6734602
Salo Batumereng	id=g:6734603
Bulu Kallikalli	id=g:6734604
Bulu Balleanging	id=g:6734605
Bulu Jambua	id=g:6734606
Bulu Parangloe	id=g:6734607
Pattu	id=g:6734608
Bulu Lerallerang	id=g:6734609
Bantimurung	id=g:6734610
Bontomanai	id=g:6734611
Baniaga	id=g:6734612
Samborara	id=g:6734613
Salo Samalenreng	id=g:6734614
Salo Kappang	id=g:6734615
Kecamatan Labakkang	id=g:6734739
Kecamatan Bungoro	id=g:6734740
Kecamatan Pangkajene	id=g:6734741
Kecamatan Balocci	id=g:6734742
Kecamatan Maros Utara	id=g:6734743
Kecamatan Bantimurung	id=g:6734744
Kalukua	id=g:6734745
Bontolali	id=g:6734746
Tonasa	id=g:6734747
Sekowa	id=g:6734748
Parangparang	id=g:6734749
Pundata	id=g:6734750
Tamarunang	id=g:6734751
Bontosunggu	id=g:6734752
Pallabiang	id=g:6734753
Marica	id=g:6734754
Pamenrekang	id=g:6734755
Pabineang	id=g:6734756
Mandar	id=g:6734757
Terasa	id=g:6734758
Ongkoa	id=g:6734759
Tarrusang	id=g:6734760
Malise	id=g:6734761
Kampungberu	id=g:6734762
Coppengcoppeng	id=g:6734763
Bontoa	id=g:6734764
Bande	id=g:6734765
Gentung	id=g:6734766
Leranglerang	id=g:6734767
Boddie	id=g:6734768
Sero	id=g:6734769
Borongborong	id=g:6734770
Bonto Tengae	id=g:6734771
Kassilowe	id=g:6734772
Salo Mangemu	id=g:6734773
Bontobonto	id=g:6734774
Balangkurang	id=g:6734775
Wanuabarue	id=g:6734776
Bontobilabila	id=g:6734777
Nangkanangka	id=g:6734778
Tamanroja	id=g:6734779
Taupalarang	id=g:6734780
Taraweang	id=g:6734781
Balam	id=g:6734782
Masigi	id=g:6734783
Tepoe	id=g:6734784
Kampungbaru	id=g:6734785
Kalamasue	id=g:6734786
Bulu Jarang	id=g:6734787
Batubatue	id=g:6734788
Gatagatareng	id=g:6734789
Accedang	id=g:6734790
Sela	id=g:6734791
Padakkie	id=g:6734792
Tanetepadangpare	id=g:6734793
Tanetelassitae	id=g:6734794
Tabotabotua	id=g:6734795
Mangilu	id=g:6734796
Bulu Bontomasuji	id=g:6734797
Bulu Borontale	id=g:6734798
Bulu Tonjongjampue	id=g:6734799
Bulu Lalongpaja	id=g:6734800
Bulu Mateko	id=g:6734801
Bulu Pao	id=g:6734802
Bulu Kalibbara	id=g:6734803
Bulu Baleanging	id=g:6734804
Bulu Patiroang	id=g:6734805
Bulu Patungeng	id=g:6734806
Bulu Lamua	id=g:6734807
Kamboting	id=g:6734808
Salo Kamboting	id=g:6734809
Salo Bottoriu	id=g:6734810
Bulu Mado	id=g:6734811
Bulu Keakea	id=g:6734812
Bulu Pacola	id=g:6734813
Bulu Sipong	id=g:6734814
Bulu Jota	id=g:6734815
Bulu Biringele	id=g:6734816
Salo Saile	id=g:6734817
Sidorang	id=g:6734818
Cempagae	id=g:6734819
Leppangeng	id=g:6734820
Landea	id=g:6734821
Batilling Dua	id=g:6734822
Bantanoe	id=g:6734823
Maccinae	id=g:6734824
Leange	id=g:6734825
Baroanging	id=g:6734826
Palambeang	id=g:6734827
Mattampa	id=g:6734828
Soreang	id=g:6734829
Cempae	id=g:6734830
Pacikombaja	id=g:6734831
Lembang	id=g:6734832
Bontomatene	id=g:6734833
Lempangang	id=g:6734834
Bulu Pappanaungang	id=g:6734835
Bulu Sude	id=g:6734836
Bulu Cindea	id=g:6734837
Moncongbori	id=g:6734838
Padangpadangeng	id=g:6734839
Bujungtangaya	id=g:6734840
Majannang	id=g:6734841
Sappabungoro	id=g:6734842
Baraya	id=g:6734843
Bulu Bukulu	id=g:6734844
Bulu Pamaroang	id=g:6734845
Bulu Matanru	id=g:6734846
Bulu Mattampa	id=g:6734847
Malewang	id=g:6734848
Bulu Sipoko	id=g:6734849
Bulu Taroe	id=g:6734850
Katapang	id=g:6734851
Pasuik	id=g:6734852
Kaciccu	id=g:6734853
Lekocaddi	id=g:6734854
Talaka	id=g:6734855
Samaelo	id=g:6734856
Baruwe	id=g:6734857
Borongborong	id=g:6734858
Bontea	id=g:6734859
Timbusang	id=g:6734860
Ballea	id=g:6734861
Gantisang	id=g:6734862
Bulu Kajurabano	id=g:6734863
Bulu Sabanga	id=g:6734864
Bulu Tondongtellue	id=g:6734865
Ujungbassi	id=g:6734866
Bulu Como	id=g:6734867
Bulu Bantaro	id=g:6734868
Bulu Timba	id=g:6734869
Bulu Matojeng	id=g:6734870
Kondeang	id=g:6734871
Bontotene	id=g:6734872
Bontomanai	id=g:6734873
Matojeng	id=g:6734874
Ujungloe	id=g:6734875
Salo Talang	id=g:6734876
Matoanging	id=g:6734877
Lokkasaile	id=g:6734878
Binangapolo	id=g:6734879
Bonjoe	id=g:6734880
Talappasa	id=g:6734881
Sengkae	id=g:6734882
Kampungsiang	id=g:6734883
Salo Boddie	id=g:6734884
Jampujampue	id=g:6734885
Limpomajang	id=g:6734886
Salopadalle	id=g:6734887
Lomboka	id=g:6734888
Tekkolabbua	id=g:6734889
Bunciri	id=g:6734890
Balanakang	id=g:6734891
Jagong	id=g:6734892
Maccinibembang	id=g:6734893
Lempangan	id=g:6734894
Bontomangape	id=g:6734895
Karamakah	id=g:6734896
Paddoangdoangan	id=g:6734897
Lekoboddong	id=g:6734898
Patunuangjonga	id=g:6734899
Lipungan	id=g:6734900
Bontokade	id=g:6734901
Bontoa	id=g:6734902
Bontopuca	id=g:6734903
Tompobalang	id=g:6734904
Biraeng	id=g:6734905
Bulutondongtellue	id=g:6734906
Biringere	id=g:6734907
Ujung	id=g:6734908
Batanglamapa	id=g:6734909
Bontocadia	id=g:6734910
Malelengbarasa	id=g:6734911
Barubaru Utara	id=g:6734912
Pacellang	id=g:6734913
Parangparang	id=g:6734914
Salo Bontopanno	id=g:6734915
Bontojai	id=g:6734916
Japingjaping Utara	id=g:6734917
Salo Soreang	id=g:6734918
Taraweang Kabba	id=g:6734919
Salo Timbarenreng	id=g:6734920
Ujung Batu	id=g:6734921
Batulappa	id=g:6734922
Tuarang	id=g:6734923
Tombolo	id=g:6734924
Padaelo	id=g:6734925
Kassi	id=g:6734926
Jennae	id=g:6734927
Bangkengsangkeang	id=g:6734928
Jannaya	id=g:6734929
Salo Batunapara	id=g:6734930
Batunapara	id=g:6734931
Bulu Maccapio	id=g:6734932
Bulu Amarali	id=g:6734933
Kassitinambung	id=g:6734934
Mangemba	id=g:6734935
Salo Kalibone	id=g:6734936
Kalibone	id=g:6734937
Banggae	id=g:6734938
Pareang	id=g:6734939
Japingjaping Tangnga	id=g:6734940
Padanga	id=g:6734941
Cambaya	id=g:6734942
Kalupenrang	id=g:6734943
Lempangang	id=g:6734944
Ujungbulu	id=g:6734945
Kunjungmae	id=g:6734946
Bulu Mabaleang	id=g:6734947
Bulu Amassangeng	id=g:6734948
Bulu Campalagi	id=g:6734949
Tangngaparang	id=g:6734950
Salo Mangemba	id=g:6734951
Sumpangbita	id=g:6734952
Taman Prasejarah Sumpangbita	id=g:6734953
Boddong	id=g:6734954
Salo Limbanganbarasa	id=g:6734955
Salo Padanglampe	id=g:6734956
Demmanggala	id=g:6734957
Tumbue	id=g:6734958
Tompobalang	id=g:6734959
Bulu Lamporo	id=g:6734960
Bulu Tamanguba	id=g:6734961
Buhung	id=g:6734962
Senggerang	id=g:6734963
Bulu Rumbia	id=g:6734964
Bulu Biku	id=g:6734965
Bulu Pacore	id=g:6734966
Rammangrammang	id=g:6734967
Leang	id=g:6734968
Lantang	id=g:6734969
Panaikang	id=g:6734970
Reo	id=g:6734971
Salenrang	id=g:6734972
Barua	id=g:6734973
Panambungan	id=g:6734974
Lempangang	id=g:6734975
Patalasang	id=g:6734976
Jangkajangkaya	id=g:6734977
Rearea	id=g:6734978
Parasangangberu	id=g:6734979
Panaikang	id=g:6734980
Salo Balosi	id=g:6734981
Sabanga	id=g:6734982
Cambaya	id=g:6734983
Bontobonto	id=g:6734984
Panjalingan	id=g:6734985
Patunggalengang	id=g:6734986
Sulisuli	id=g:6734987
Pute	id=g:6734988
Lambelambe	id=g:6734989
Salo Galaggara	id=g:6734990
Batunapara	id=g:6734991
Bulu Esaesa	id=g:6734992
Bulobulo	id=g:6734993
Amasangeng	id=g:6734994
Tompobalang	id=g:6734995
Bulu Gentera	id=g:6734996
Boronginru	id=g:6734997
Bulu Paria	id=g:6734998
Bulu Sangkelang	id=g:6734999
Bulu Kalumpang	id=g:6735000
Bulu Kaluku	id=g:6735001
Pabbunojuku	id=g:6735002
Panaikang	id=g:6735003
Bulu Kamase	id=g:6735004
Bulu Panampu	id=g:6735005
Pajaiang	id=g:6735006
Salo Deppa	id=g:6735007
Salo Pajaian	id=g:6735008
Bontoa	id=g:6735009
Samariga	id=g:6735010
Balang	id=g:6735011
Bontokappung	id=g:6735012
Tanete	id=g:6735013
Barugaya	id=g:6735014
Bontomarica	id=g:6735015
Gusunge	id=g:6735016
Manarang	id=g:6735017
Langkeang	id=g:6735018
Sampobia	id=g:6735019
Salo Cambajawa	id=g:6735020
Salo Cabalak	id=g:6735021
Belangbelang	id=g:6735022
Bontorea	id=g:6735023
Bontokadatto	id=g:6735024
Polewali	id=g:6735025
Tambua	id=g:6735026
Tangkuru	id=g:6735027
Barandasi	id=g:6735028
Borongkalukua	id=g:6735029
Salo Borongkalukua	id=g:6735030
Bawalangiri	id=g:6735031
Pabbesok	id=g:6735032
Balangkasa	id=g:6735033
Cambaya	id=g:6735034
Kanjitongang	id=g:6735035
Tanetea	id=g:6735036
Kalumpang	id=g:6735037
Soreang	id=g:6735038
Macciniajo	id=g:6735039
Bontocabu	id=g:6735040
Bontolebang	id=g:6735041
Bontoa	id=g:6735042
Macciniayo	id=g:6735043
Kacangurang	id=g:6735044
Taraweang	id=g:6735045
Malewang	id=g:6735046
Galaggara	id=g:6735047
Kalampang	id=g:6735048
Kassi	id=g:6735049
Macadding	id=g:6735050
Lemo	id=g:6735051
Appajeng	id=g:6735052
Moncombori	id=g:6735053
Mangai	id=g:6735054
Bontosikapa	id=g:6735055
Bontopadalle	id=g:6735056
Mambukkuru	id=g:6735057
Bontoa	id=g:6735058
Batulotong	id=g:6735059
Leangleang	id=g:6735060
Taman Prasejarah Leang	id=g:6735061
Bulu Leangpute	id=g:6735062
Ellue	id=g:6735063
Sampeang	id=g:6735064
Lopilopi	id=g:6735065
Kaluku	id=g:6735066
Masale	id=g:6735067
Paranggi	id=g:6735068
Pakkasalo	id=g:6735069
Jalla	id=g:6735070
Bontobonti	id=g:6735071
Katubung	id=g:6735072
Cabella Satu	id=g:6735073
Cabella Dua	id=g:6735074
Pakalli	id=g:6735075
Bontoa	id=g:6735076
Bolapadang	id=g:6735077
Talamangapae	id=g:6735078
Mattoanging	id=g:6735079
Bontomanai	id=g:6735080
Pamelakkangjene	id=g:6735081
Garonggong	id=g:6735082
Barubaru	id=g:6735083
Satanggi	id=g:6735084
Allu	id=g:6735085
Taipa	id=g:6735086
Jawijawi	id=g:6735087
Manrimisicaddi	id=g:6735088
Cenranaiya	id=g:6735089
Salo Pakupaku	id=g:6735090
Salo Menge	id=g:6735091
Kecamatan Mallawa	id=g:6735096
Kecamatan Libureng	id=g:6735097
Bulu Kukusangdua	id=g:6735098
Bulu Tonggongkarambu	id=g:6735099
Lanrae	id=g:6735100
Bulu Poso	id=g:6735101
Bulu Terrie	id=g:6735102
Batulappa	id=g:6735103
Taringnge	id=g:6735104
Bakae	id=g:6735105
Langi	id=g:6735106
Bulu Langi	id=g:6735107
Dojong	id=g:6735108
Jampue	id=g:6735109
Jaheranglaju	id=g:6735110
Bulu Liangmangngangae	id=g:6735111
Bulu Bonji	id=g:6735112
Bulu Puncu	id=g:6735113
Bulu Mambulung	id=g:6735114
Bulu Patingaloang	id=g:6735116
Bulu Padongko	id=g:6735117
Bulu Patinapasang	id=g:6735118
Bulu Tampubua	id=g:6735119
Bolatengae	id=g:6735120
Bottosiri	id=g:6735121
Bulu Cirohali	id=g:6735122
Batumaddenreng	id=g:6735123
Bulubange	id=g:6735124
Lappalaweno	id=g:6735125
Toccorong	id=g:6735126
Lonrae	id=g:6735127
Padingcoreng	id=g:6735128
Bilabilae	id=g:6735129
Salo Bulubulu	id=g:6735130
Bulu Palae	id=g:6735131
Tattumpumpung	id=g:6735132
Kamboe	id=g:6735133
Hoddie	id=g:6735134
Boccoe	id=g:6735135
Tanamallakee	id=g:6735136
Bontotinggi	id=g:6735137
Pabicarae	id=g:6735138
Bontomanaik	id=g:6735139
Macinibaji	id=g:6735140
Salo Lane	id=g:6735141
Bulu Pomposari	id=g:6735142
Lane	id=g:6735143
Salo Bilangu	id=g:6735144
Assaunge	id=g:6735145
Realolo	id=g:6735146
Tanette	id=g:6735147
Tarutuk	id=g:6735148
Lepange	id=g:6735149
Jawijawi	id=g:6735150
Salo Watangmallawa	id=g:6735151
Patuku	id=g:6735152
Matajang	id=g:6735153
Wilalangpessie	id=g:6735154
Bulu Tarutu	id=g:6735155
Lappataleje	id=g:6735156
Bulu Lappasabila	id=g:6735157
Utange	id=g:6735158
Mamappang	id=g:6735159
Bulu Leke	id=g:6735160
Bulu Tondongkarambu	id=g:6735161
Bulu Pannettekang	id=g:6735162
Bulu Batulappa	id=g:6735163
Bulu Kayutanning	id=g:6735164
Salo Bontotengae	id=g:6735165
Tanetelampe	id=g:6735166
Lahumpung	id=g:6735167
Bulu Pademme	id=g:6735168
Cenu	id=g:6735169
Bakanie	id=g:6735170
Salo Cenrana	id=g:6735171
Laubenteng	id=g:6735172
Bontotengae	id=g:6735173
Lalebata	id=g:6735174
Bulu Kasunuk	id=g:6735175
Kampungbaru	id=g:6735176
Sahedatu	id=g:6735177
Menge	id=g:6735178
Bulu Tana	id=g:6735179
Gallarang	id=g:6735180
Bontomarannu	id=g:6735181
Lapapae	id=g:6735182
Panrengnipong	id=g:6735183
Abalu	id=g:6735184
Bulu Lappatale	id=g:6735185
Bulu Matumpa	id=g:6735186
Toddanglempong	id=g:6735187
Patanangka	id=g:6735188
Lappakanrung	id=g:6735189
Bulu Baringeng	id=g:6735190
Lamoncong	id=g:6735191
Bulu Bitta	id=g:6735192
Bulu Babbo	id=g:6735193
Lappotalle	id=g:6735194
Manggarreng	id=g:6735195
Gattareng	id=g:6735196
Tabongngae	id=g:6735197
Ulae	id=g:6735198
Cabbang	id=g:6735199
Bulu Makkikok	id=g:6735200
Mangai	id=g:6735201
Padattengae	id=g:6735202
Tonasa	id=g:6735203
Mamangkok	id=g:6735204
Seko	id=g:6735205
Bajeng	id=g:6735206
Bulu Batusitoppo	id=g:6735207
Tamappulu	id=g:6735208
Baroko	id=g:6735209
Ujung	id=g:6735210
Saloe	id=g:6735211
Takampang	id=g:6735212
Salo Camba	id=g:6735213
Pising	id=g:6735214
Lompilompi	id=g:6735215
Padanglohe	id=g:6735216
Mampie	id=g:6735217
Campulili	id=g:6735218
Tajo	id=g:6735219
Sumpatu	id=g:6735220
Bulu Konre	id=g:6735221
Lappapalongki	id=g:6735222
Bulu Tonra	id=g:6735223
Bulu Koba	id=g:6735224
Balirang	id=g:6735225
Tanatengae	id=g:6735226
Lameduri	id=g:6735227
Matanre	id=g:6735228
Sappehali	id=g:6735229
Timpuseng	id=g:6735230
Buktoang	id=g:6735231
Ara	id=g:6735232
Bulu Tamappulu	id=g:6735233
Burrung	id=g:6735234
Bulu Pattanungang	id=g:6735235
Bulu Tambessi	id=g:6735236
Bulu Alangang	id=g:6735237
Bulu Panrepekang	id=g:6735238
Bulu Tantansiga	id=g:6735239
Salo Menraleng	id=g:6735240
Padangalla	id=g:6735241
Parang	id=g:6735242
Matajang	id=g:6735243
Bulu Gojeng	id=g:6735244
Bontobonto	id=g:6735245
Salo Galimpolo	id=g:6735246
Ladingka	id=g:6735247
Bulu Balora	id=g:6735248
Bulu Kajuara	id=g:6735249
Tanatengnga	id=g:6735250
Danramang	id=g:6735251
Bulu Bontosiri	id=g:6735252
Bulu Langkae	id=g:6735253
Lita	id=g:6735254
Panagi	id=g:6735255
Kajuara	id=g:6735256
Lanitilabuaja	id=g:6735257
Bulu Balelue	id=g:6735258
Bulu Lembang	id=g:6735259
Bulu Panasa	id=g:6735260
Bulu Lancak	id=g:6735261
Bulu Lompo	id=g:6735262
Bulu Limbua	id=g:6735263
Bulu Malulio	id=g:6735264
Bulu Sepang	id=g:6735265
Bululohe	id=g:6735266
Kaluku	id=g:6735267
Bontopanno	id=g:6735268
Bulu Longilongi	id=g:6735269
Malaka	id=g:6735270
Bulu Oroh	id=g:6735271
Salo Lakiu	id=g:6735272
Salo Aholiang	id=g:6735273
Salo Sapiri	id=g:6735274
Salo Cani	id=g:6735275
Bulu Babbo	id=g:6735279
Kecamatan Mario Riwawo	id=g:6735303
Kecamatan Lamuru	id=g:6735304
Cilellang	id=g:6735305
Salo Waengpelle	id=g:6735306
Tompolemolemo	id=g:6735307
Buludua	id=g:6735308
Banga	id=g:6735309
Palie	id=g:6735310
Akajen	id=g:6735311
Butung	id=g:6735312
Bakunge	id=g:6735313
Anikanung	id=g:6735314
Bojoe	id=g:6735315
Salo Butung	id=g:6735316
Botto Cekomae	id=g:6735317
Madello	id=g:6735318
Palaotae	id=g:6735319
Lakanurung	id=g:6735320
Labuajang	id=g:6735321
Sero	id=g:6735322
Bulu Anakdara	id=g:6735323
Bulu Panaga	id=g:6735324
Bulu Lemolemo	id=g:6735325
Bulu Limurang	id=g:6735326
Libureng	id=g:6735327
Lasompeh	id=g:6735328
Kecamatan Kombi	id=g:6735329
Bulu Bakka	id=g:6735330
Kecamatan Bitung Tengah	id=g:6735331
Bulu Tasemera	id=g:6735332
Kecamatan Bitung Selatan	id=g:6735333
Coppo Mico	id=g:6735334
Kecamatan Kauditan	id=g:6735335
Bulu Aciroange	id=g:6735336
Tengah	id=g:6735337
Bulu Bontorikoe	id=g:6735338
Islam	id=g:6735339
Lapince	id=g:6735340
Kuala Waruk	id=g:6735341
Salo Bontorikoe	id=g:6735342
Kuala Mangerer	id=g:6735343
Bulu Matanre	id=g:6735344
Toka Wiau	id=g:6735345
Salo Tarumpang	id=g:6735346
Kuala Aretes	id=g:6735347
Limpotenga	id=g:6735348
Gunung Tangkoko	id=g:6735349
Salo Pising	id=g:6735350
Tokambahu	id=g:6735351
Tanjonge	id=g:6735352
Makawidey	id=g:6735353
Teppoe	id=g:6735354
Labuan Tokambahu	id=g:6735355
Bulu Tikasoe	id=g:6735356
Tanjung Binuang	id=g:6735357
Taddumpa	id=g:6735358
Binuang	id=g:6735359
Salo Latetedong	id=g:6735360
Labuan Motto	id=g:6735361
Salo Setang	id=g:6735362
Airbajo	id=g:6735363
Salo Apanang	id=g:6735364
Pulau Burung	id=g:6735365
Buluejae	id=g:6735366
Tanjung Koheba	id=g:6735367
Bulu Dua	id=g:6735368
Tanjung Tokambahu	id=g:6735369
Bulu Matonrong	id=g:6735370
Toka Timanapah	id=g:6735371
